Fiscal Year,Agency Name,Payee Name,Payee Zip,Amount,Purpose of Payment (Baltimore County only),MBE
2020,Baltimore County Public Schools,"Now Technologies, Inc.",21046,34040.43,MISC CONTRACTED SERVICES,
2020,Baltimore County Public Schools,"Walters Relocations, Inc.",21234,34000,MISC CONTRACTED SERVICES,Yes
2020,Baltimore County Public Schools,BOWMAN EDUCATIONAL SERVICES INC,21044,33801.35,MISC CONTRACTED SERVICES,
2020,Baltimore County Public Schools,"Now Technologies, Inc.",20706,33798.06,MISC CONTRACTED SERVICES,
2020,Baltimore County Public Schools,MORGAN STATE UNIVERSITY,21251,31979.6,MISC CONTRACTED SERVICES,
2020,Baltimore County Public Schools,UMBC,21250,31876,MISC CONTRACTED SERVICES,
2020,Baltimore County Public Schools,Pinnacle Venue Services,21250,31876,MISC CONTRACTED SERVICES,
2020,Baltimore County Public Schools,"Quinn Evans Architects, Inc.",21201,31856.33,MISC CONTRACTED SERVICES,
2020,Baltimore County Public Schools,ARTISYS CORPORATION,30009-1147,31536,MISC CONTRACTED SERVICES,
2020,Baltimore County Public Schools,TIMOTHY JAMES PRICE,21234,31000,MISC CONTRACTED SERVICES,
2020,Baltimore County Public Schools,National Center on Institutions and Alternatives,21244,29305.12,MISC CONTRACTED SERVICES,Yes
2020,Baltimore County Public Schools,School & Office Services Inc.,21111,29278.44,MISC CONTRACTED SERVICES,
2020,Baltimore County Public Schools,COLLEGE BOARD,10087-1535,29213,MISC CONTRACTED SERVICES,
2020,Baltimore County Public Schools,"THE TEL-NET GROUP, INC.",21237,28921.2,MISC CONTRACTED SERVICES,
2020,Baltimore County Public Schools,KATHERINE C. HOLMAN,21131,28800,MISC CONTRACTED SERVICES,
2020,Baltimore County Public Schools,"NORTH POINT BUILDERS OF MARYLAND, LLC",21224,28586,MISC CONTRACTED SERVICES,
2020,Baltimore County Public Schools,MODERN DOOR & EQUIPMENT SALES,20695,28130,MISC CONTRACTED SERVICES,
2020,Baltimore County Public Schools,"SaraBeth Creations, Inc.",21228,27688.05,MISC CONTRACTED SERVICES,Yes
2020,Baltimore County Public Schools,Bureau of Education & Research,98009-9668,27346,MISC CONTRACTED SERVICES,
2020,Baltimore County Public Schools,"CPDC Decor Custom Window Treatments, LLC",20874,27259.16,MISC CONTRACTED SERVICES,Yes
2020,Baltimore County Public Schools,"Diskriter, Inc.",15234,27058.45,MISC CONTRACTED SERVICES,Yes
2020,Baltimore County Public Schools,Advanced Equipment Co Inc,20743,26897,MISC CONTRACTED SERVICES,Yes
2020,Baltimore County Public Schools,JOHNS HOPKINS UNIVERSITY,21264-4710,26000,MISC CONTRACTED SERVICES,
2021,Worcester County Board of Ed,JIM BLADES LLC,21851,75347.85,,
2020,Baltimore County Public Schools,BOWMAN EDUCATIONAL SERVICES INC,21117,25989.46,MISC CONTRACTED SERVICES,
2020,Baltimore County Public Schools,Baltimore Precision Door Inc,21230,25122.89,MISC CONTRACTED SERVICES,
2020,Baltimore County Public Schools,MCGRAW HILL EDUCATION,60694-1545,4522238.97,NEW CURRICULUM TEXTBOOKS,
2020,Baltimore County Public Schools,Houghton Miflin Harcourt Publishing Company,60693,348397.1,NEW CURRICULUM TEXTBOOKS,
2020,Baltimore County Public Schools,HOUGHTON MIFFLIN COMPANY,60693,326452.93,NEW CURRICULUM TEXTBOOKS,
2020,Baltimore County Public Schools,"COMPLETE BOOK & MEDIA SUPPLY, LLC",78613,126722.9,NEW CURRICULUM TEXTBOOKS,
2020,Baltimore County Public Schools,CENGAGE LEARNING,31193-6743,52042.13,NEW CURRICULUM TEXTBOOKS,
2020,Baltimore County Public Schools,KURTZ BROTHERS,16830-0392,92035.69,OFFICE SUPPLIES,
2020,Baltimore County Public Schools,Eikenberg Printing Services LLC,21102,32556,OFFICE SUPPLIES,
2020,Baltimore County Public Schools,"J & M Manufacturing, Inc.",21223,26831.05,OFFICE SUPPLIES,
2020,Baltimore County Public Schools,"NEWSOM SEED, INC.",20759,26902.9,OPERATIONS-FERTLIZER/LIME,
2020,Baltimore County Public Schools,PIKESVILLE LUMBER CO,21208-6016,83089.16,OPERATIONS-LUMBER / PAINT,
2020,Baltimore County Public Schools,MARYLAND PAVING INC,21093,87341.8,OPERATIONS-PARTS MAINT CONCRET,
2020,Baltimore County Public Schools,Maryland Concrete Septic Tank Inc,21105,34262.07,OPERATIONS-PARTS MAINT CONCRET,
2020,Baltimore County Public Schools,DELL MARKETING LP,60680-2816,790042.5,OTHER SUPPLIES & MATERIALS,
2020,Baltimore County Public Schools,LEONARD PAPER COMPANY,21205,450261.17,OTHER SUPPLIES & MATERIALS,
2020,Baltimore County Public Schools,HEWLETT-PACKARD,02241-9520,168630.39,OTHER SUPPLIES & MATERIALS,
2020,Baltimore County Public Schools,Fastenal Company,55987-1286,101382.94,OTHER SUPPLIES & MATERIALS,
2020,Baltimore County Public Schools,HOLLINS ORGANIC PRODUCTS INC,21209-2136,97247,OTHER SUPPLIES & MATERIALS,
2020,Baltimore County Public Schools,"BEST BATTERY CO., INC.",21224,62840.75,OTHER SUPPLIES & MATERIALS,
2020,Baltimore County Public Schools,APPLE COMPUTER INC,30384-1877,59136,OTHER SUPPLIES & MATERIALS,
2020,Baltimore County Public Schools,RUTHERFORD SUPPLY CORPORATION,23222,50517.48,OTHER SUPPLIES & MATERIALS,
2020,Baltimore County Public Schools,"New Enterprise Stone & Lime Co., Inc.",152645211,46110.02,OTHER SUPPLIES & MATERIALS,
2020,Baltimore County Public Schools,Playcore Wisconsin Inc,35968,40546.67,OTHER SUPPLIES & MATERIALS,
2020,Baltimore County Public Schools,RUTHERFORD SUPPLY,23222,37530,OTHER SUPPLIES & MATERIALS,
2020,Baltimore County Public Schools,Cumberland Electronics Strategic Supply Solutions,17111,32446.91,OTHER SUPPLIES & MATERIALS,
2020,Baltimore County Public Schools,POSITIVE PROMOTIONS,07101-4537,31457.17,OTHER SUPPLIES & MATERIALS,
2020,Baltimore County Public Schools,POSITIVE PROMOTIONS,11788,28905.03,OTHER SUPPLIES & MATERIALS,
2020,Baltimore County Public Schools,"OPTIMUM FIBEROPTICS, INC.",21075,27786.11,OTHER SUPPLIES & MATERIALS,
2020,Baltimore County Public Schools,STAFFING PLUS INC,19041,103638.8,PA - CONTRACTED SERVICES,
2020,Baltimore County Public Schools,EXCEL STAFFING & PERSONNEL SERVICES,21228,52179.76,PA - CONTRACTED SERVICES,Yes
2020,Baltimore County Public Schools,SHERWIN-WILLIAMS COMPANY,21236-2703,51299.26,PAINT & GLAZE MAINTENANCE,
2020,Baltimore County Public Schools,TITO CONTRACTORS,20012-1720,565662.2,PAINTING & GLAZING,Yes
2020,Baltimore County Public Schools,COLOSSAL CONTRACTORS,20866,78950,PAINTING & GLAZING,Yes
2020,Baltimore County Public Schools,Lindenmeyr-Munroe,02241-6977,93312.56,PAPER CENTRAL OFFICE,
2020,Baltimore County Public Schools,"B.W. Wilson Paper Company, Inc",23230,86888.11,PAPER CENTRAL OFFICE,
2020,Baltimore County Public Schools,VERITIV OPERATING COMPANY,60693,50612.21,PAPER CENTRAL OFFICE,
2020,Baltimore County Public Schools,CHILMAR CORPORATION,21206,1289492.82,PLUMBING,
2020,Baltimore County Public Schools,FERGUSON,02241-7592,92405.59,PLUMBING MAINTENANCE,
2020,Baltimore County Public Schools,MCARDLE AND WALSH INC,21094-0503,57441.84,PLUMBING MAINTENANCE,
2020,Baltimore County Public Schools,U.S. POSTAL SERVICE,19170-0217,495000,POSTAGE,
2020,Baltimore County Public Schools,DBM LLC,21042,32574.23,POSTAGE,
2020,Baltimore County Public Schools,UPTOWN PRESS INC,21211,162036.73,PRINTING-OUTSIDE,
2020,Baltimore County Public Schools,WHITCRAFT TRANSPORTATION SERVICES INC,21120,5344905.6,PRIVATE BUS OPERATORS,
2020,Baltimore County Public Schools,RELIABLE PROFESSIONAL SERVICES LLC,21222,1137183.24,PRIVATE BUS OPERATORS,
2020,Baltimore County Public Schools,JDT TRANSPORTATION,21050,562622.23,PRIVATE BUS OPERATORS,
2020,Baltimore County Public Schools,FLEMING TRANSPORTATION CORPORATION,21117,353871.74,PRIVATE BUS OPERATORS,Yes
2020,Baltimore County Public Schools,RELIABLE PROFESSIONAL SERVICES LLC,21237,176712.42,PRIVATE BUS OPERATORS,
2020,Baltimore County Public Schools,SUPERIOR TOURS INC,21208,27085,PRIVATE BUS OPERATORS,
2020,Baltimore County Public Schools,RICA BALTIMORE,21229-3999,596147,PRIVATE PLACEMENT TUI ST,
2020,Baltimore County Public Schools,INTERNATIONAL BACCALAUREATE,10087,106749,PROFESSIONAL DUES,
2020,Baltimore County Public Schools,MAGNET SCHOOLS OF AMERICA,20006,38365,PROFESSIONAL DUES,
2020,Baltimore County Public Schools,"MAGNET SCHOOLS OF AMERICA, INC",21297-5739,38300,PROFESSIONAL DUES,
2020,Baltimore County Public Schools,AMERICAN ASSOCIATION OF SCHOOL ADMINISTRATORS,22314,25000,PROFESSIONAL DUES,
2020,Baltimore County Public Schools,"ACE UNIFORM SERVICES, INC.",21230,68652.3,PROTECTIVE CLOTHING/EQUIP,
2020,Baltimore County Public Schools,RED WING INDUSTRIAL SHOE STORE,75284-4329,26013.97,PROTECTIVE CLOTHING/EQUIP,
2020,Baltimore County Public Schools,DORI FOODS INC,23230,352147.81,PURCHASED FOOD,
2020,Baltimore County Public Schools,TYSON SALES & DISTRIBUTION INC.,60695,292194.92,PURCHASED FOOD,
2020,Baltimore County Public Schools,J&J Snack Foods Corp.,19178-9626,263128.82,PURCHASED FOOD,
2020,Baltimore County Public Schools,Land O Lakes,60693-6314,161102.02,PURCHASED FOOD,
2020,Baltimore County Public Schools,Peterson Farms Fresh,49455-0115,129626.7,PURCHASED FOOD,
2020,Baltimore County Public Schools,COASTAL SUNBELT PRODUCE,20723,104611.76,PURCHASED FOOD,
2020,Baltimore County Public Schools,JENNIE-O TURKEY STORE,60673,98522.39,PURCHASED FOOD,
2020,Baltimore County Public Schools,Bake Crafters Food Company,37353,96491.04,PURCHASED FOOD,
2020,Baltimore County Public Schools,FoodPro,21705-0698,87590.89,PURCHASED FOOD,
2020,Baltimore County Public Schools,FEESER'S INC,17111-0055,46712.13,PURCHASED FOOD,
2020,Baltimore County Public Schools,JTM PROVISIONS INC,45271-1134,45963.26,PURCHASED FOOD,
2020,Baltimore County Public Schools,Rich Products Corporation,60693,45884.72,PURCHASED FOOD,
2020,Baltimore County Public Schools,MCCAIN FOODS USA INC,60132-2464,41241.46,PURCHASED FOOD,
2020,Baltimore County Public Schools,CONAGRA FOODS PKG FOODS CO,60693,38031.84,PURCHASED FOOD,
2020,Baltimore County Public Schools,"Red Gold, LLC",60694-1862,30708.3,PURCHASED FOOD,
2020,Baltimore County Public Schools,"KARETAS FOODS, LLC",19605,28119.2,PURCHASED FOOD,
2020,Baltimore County Public Schools,Performance Food Group Inc.,21776,26491.29,PURCHASED FOOD,
2020,Baltimore County Public Schools,DATANET ENGINEERING INC,21117,230613.04,REGULATED WASTE,
2020,Baltimore County Public Schools,TRIUMVIRATE ENVIRONMENTAL INC.,06115-0502,68908.84,REGULATED WASTE,
2020,Baltimore County Public Schools,"Speech Rehab Services, LLC",33487,537001.66,REL SVCS - CONTRACTED SERVICES,Yes
2020,Baltimore County Public Schools,"Cumberland Therapy Services, LLC",60197,444253.26,REL SVCS - CONTRACTED SERVICES,
2020,Baltimore County Public Schools,EDUCATIONAL BASED SERVICES,19382,406986.02,REL SVCS - CONTRACTED SERVICES,
2020,Baltimore County Public Schools,HEARING & SPEECH AGENCY,21215,335560.28,REL SVCS - CONTRACTED SERVICES,Yes
2020,Baltimore County Public Schools,"HIS Sign, LLC",20147,257510,REL SVCS - CONTRACTED SERVICES,Yes
2020,Baltimore County Public Schools,MD THERAPY NETWORK INC,21015,239627.75,REL SVCS - CONTRACTED SERVICES,
2020,Baltimore County Public Schools,"SHC SERVICES, INC.",75267-7896,219154.03,REL SVCS - CONTRACTED SERVICES,
2020,Baltimore County Public Schools,"EDU HEALTHCARE, LLC",28031,140842.8,REL SVCS - CONTRACTED SERVICES,Yes
2020,Baltimore County Public Schools,PROFESSIONAL NURSING SERVICES,21030,136645.04,REL SVCS - CONTRACTED SERVICES,
2020,Baltimore County Public Schools,Epic Developmental Services,21286,103968.44,REL SVCS - CONTRACTED SERVICES,
2020,Baltimore County Public Schools,"Pennhurst Group, LLC",21204,53851.52,REL SVCS - CONTRACTED SERVICES,
2020,Baltimore County Public Schools,ACCESS Nursing Services,21093,48645.48,REL SVCS - CONTRACTED SERVICES,
2020,Baltimore County Public Schools,NEW MEDISCAN II LLC,90074-3425,40056.25,REL SVCS - CONTRACTED SERVICES,
2020,Baltimore County Public Schools,"MERRITT PROPERTIES, LLC",21244,1563210.94,RENT  LAND & BUILDINGS,
2020,Baltimore County Public Schools,"ST. JOHN PROPERTIES, INC",21264-2672,1461861.82,RENT  LAND & BUILDINGS,
2020,Baltimore County Public Schools,"Modular Genius, Inc.",21085,958320.58,RENT  LAND & BUILDINGS,
2020,Baltimore County Public Schools,"MEADOWWOOD EAST BUILDING, LLC",21279-0621,320516.24,RENT  LAND & BUILDINGS,
2020,Baltimore County Public Schools,Merritt Construction Services,21244,79681,RENT  LAND & BUILDINGS,
2020,Baltimore County Public Schools,"7102-7108 AMBASSADOR, LLC",21244,66284.64,RENT  LAND & BUILDINGS,
2021,Anne Arundel Co. Public Schools,11400 INC,17601,93293.58,,
2020,Baltimore County Public Schools,SECURITY EQUIPMENT COMPANY,21227-1629,205679.51,REPAIR SHOPS,
2020,Baltimore County Public Schools,PRESIDIO NETWORKED SOLUTIONS INC,44194-4238,2708503.22,REPL FURN & EQUIP $5000 & OVER,
2020,Baltimore County Public Schools,PRESIDIO NETWORKED SOLUTIONS INC,19182-2169,1469656.66,REPL FURN & EQUIP $5000 & OVER,
2020,Baltimore County Public Schools,"Corbett Technology Solutions, Inc.",20151,188493.77,REPL FURN & EQUIP $5000 & OVER,
2020,Baltimore County Public Schools,"Singer Equipment Company, Inc.",21017,149624.8,REPL FURN & EQUIP $5000 & OVER,
2020,Baltimore County Public Schools,TRIANGLE SIGN AND SERVICE,21227,27491,REPL FURN & EQUIP $5000 & OVER,
2020,Baltimore County Public Schools,"SIMPSON OF MARYLAND, INC.",21076,37875.88,ROOFING REPAIRS,
2020,Baltimore County Public Schools,"SECURITAS ELECTRONIC SECURITY, INC.",15264-5253,1249054.19,SECURITY INSTALLATION,
2020,Baltimore County Public Schools,Security Administration Services Inc.,21221,118069.52,SECURITY SERVICES,
2020,Baltimore County Public Schools,"CONSTELLATION NEW ENERGY, INC.",20706,2424972.54,SERVICE CONTRACTS,
2020,Baltimore County Public Schools,SIEMENS INDUSTRY INC,60132-2134,956363.81,SERVICE CONTRACTS,
2020,Baltimore County Public Schools,OTIS ELEVATOR,07188-0716,658859.15,SERVICE CONTRACTS,
2020,Baltimore County Public Schools,NESTLE WATERS NORTH AMERICA,40285-6192,496104.5,SERVICE CONTRACTS,
2020,Baltimore County Public Schools,Chem Aqua,60673,139934.6,SERVICE CONTRACTS,
2020,Baltimore County Public Schools,"HONEYWELL, INTERNATIONAL INC",60693,105273.83,SERVICE CONTRACTS,
2020,Baltimore County Public Schools,MARTEL LABORATORIES INC,21286,59043.75,SERVICE CONTRACTS,
2020,Baltimore County Public Schools,R & T TECHNOLOGIES,21001,55846.76,SERVICE CONTRACTS,
2020,Baltimore County Public Schools,Upwind Enterprises LLC,21085,25737.49,SERVICE CONTRACTS,
2020,Baltimore County Public Schools,Culinary Ventures Maryland LLC,20736,1067904.93,SERVICE TRAINING,
2020,Baltimore County Public Schools,Keany Produce Co.,20785,739252.99,SERVICE TRAINING,
2020,Baltimore County Public Schools,"BALTO COUNTY, MARYLAND",21204-4665,2118168.95,SEWAGE,
2020,Baltimore County Public Schools,"M. T. Laney Company, Inc.",21784,148600,SITE IMPROVEMENTS,
2020,Baltimore County Public Schools,P. FLANIGAN & SONS INC,21218-5491,140511,SITE IMPROVEMENTS,
2020,Baltimore County Public Schools,DANT CLAYTON CORPORATION,40201-7408,33980,SITE IMPROVEMENTS,
2020,Baltimore County Public Schools,ENGERS CONTRACTING LLC,21228,27208,SITE IMPROVEMENTS,
2020,Baltimore County Public Schools,"ETHOS EVACUATION STRATEGIES, LLC",63131,41075,SMALL EQUIPMENT UNDER $1000,
2020,Baltimore County Public Schools,ACME PAPER & SUPPLY CO INC,21275,200184.42,SMALL EQUIPMENT UNDER $5000,
2020,Baltimore County Public Schools,"HOME DEPOT U.S.A., INC.",02241,40907.27,SMALL TOOLS,
2020,Baltimore County Public Schools,HOMEDEPOT.COM,30339,31911.47,SMALL TOOLS,
2020,Baltimore County Public Schools,"SAM TELL AND SON, INC",11735,45216.43,SMALLWARES,
2020,Baltimore County Public Schools,DATA NETWORKS INC,21275-9450,2096810.65,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,BELL TECHLOGIX,19182-3342,1953592.16,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,Northwest Evaluation Association,97209,815094,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,"Schoology, Inc.",15251,664984.18,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,"DreamBox Learning, Inc.",98004,562600,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,"ScholarChip Card, LLC",11801,346409.71,SOFTWARE LICENSE FEE,Yes
2020,Baltimore County Public Schools,immixTechnology Inc,22102,308953.15,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,Digital Information Services LLC,20854,300000,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,WEST INTERACTIVE SERVICES CORPORATION,60674-7082,298850.46,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,Healthmaster Holdings LLC,48390-1645,232536.79,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,NAVIANCE INC,63150-4571,197771.86,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,ESM SOLUTIONS CORP,18976,183000,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,"Severin Intermediate Holdings, LLC",94139-8408,165313.01,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,TECH4LEARNING INC,92108,153500,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,"Raptor Technologies, LLC",77210-4458,145669,SOFTWARE LICENSE FEE,Yes
2020,Baltimore County Public Schools,MICROSOFT CORP,75284-4510,137433.6,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,"Dude Solutions, Inc.",31193,134720,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,Ellevation Inc.,02111,128500,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,"Creative Enterprise Solutions, LLC",20005,120000,SOFTWARE LICENSE FEE,Yes
2020,Baltimore County Public Schools,CARASOFT TECHNOLOGY CORP.,20190,109736.56,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,e-Builder.net,15251-9392,100649.87,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,ASCEND EDUCATION,71105,100000,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,"n2y, LLC",44839,99461.42,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,"GLOBAL PAYMENTS, INC.",31193-6565,92796,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,SILKROAD,91199-1221,88500,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,"TECHNOLOGY RESOURCE ASSOCIATES, INC.",28403,86980,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,IBM CORPORATION,15264-3600,76546.45,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,ENVISION TECHNOLOGY,20814,69995,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,METAFILE INFO SYSTEMS INC,55901,62794.59,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,CourseArc,21204,48000,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,FRONTLINE TECHNOLOGIES GROUP LLC,19178-0577,32400,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,"ASG Technologies Group, Inc",34102,30365.4,SOFTWARE LICENSE FEE,
2020,Baltimore County Public Schools,THE AVID CENTER,92150-9015,210696.16,STAFF DEVELOPMENT SUPPLIES,
2020,Baltimore County Public Schools,International Institute for Restorative Practices,18018,26533.98,STAFF DEVELOPMENT SUPPLIES,
2020,Baltimore County Public Schools,BALTIMORE COUNTY MARYLAND,21204,1259464.03,TELECOM SERVICES,
2020,Baltimore County Public Schools,VERIZON WIRELESS,18002-5505,86957.83,TELECOM SERVICES,
2020,Baltimore County Public Schools,VERIZON WIRELESS,07101-6810,32165.19,TELECOM SERVICES,
2020,Baltimore County Public Schools,TRIFECTA NETWORKS,60675,34190.14,TELEPHONE MAINTENANCE,
2020,Baltimore County Public Schools,WESTERN PSYCHOLOGICAL SERVICES,90503-5124,56460.95,TEST KITS,
2020,Baltimore County Public Schools,"FREEDOM TAXICAB, LLC",21738,949462.15,TRANS-PARENT REIMBURSEMENT,
2020,Baltimore County Public Schools,"Riverside Transportation, LLC",21738,400506.25,TRANS-PARENT REIMBURSEMENT,
2020,Baltimore County Public Schools,"The Independent Taxi Association, Inc.",21215,224005.88,TRANS-PARENT REIMBURSEMENT,Yes
2020,Baltimore County Public Schools,MTA,21202-1614,64850,TRANS-PARENT REIMBURSEMENT,
2020,Baltimore County Public Schools,SL Prestige Limousine LLC,21236,55465.44,TRANS-PARENT REIMBURSEMENT,
2020,Baltimore County Public Schools,"FREEDOM TAXICAB, LLC",20707,51529.79,TRANS-PARENT REIMBURSEMENT,
2020,Baltimore County Public Schools,WASTE MANAGEMENT OF MD - BALT,19101-3648,925096.81,TRASH REMOVAL,
2020,Baltimore County Public Schools,HARFORD TREE EXPERTS & LANDSCA,21047,65050,TREE CARE,
2020,Baltimore County Public Schools,"CARROLL TREE SERCICE, INC",21117,61919,TREE CARE,
2020,Baltimore County Public Schools,BELTWAY INTL TRUCKS LLC,21227,1343029.91,TRUCK AND CAR PARTS,
2020,Baltimore County Public Schools,"HARBOR TRUCK SALES AND SERVICE, INC.",21230-3513,268198.47,TRUCK AND CAR PARTS,
2020,Baltimore County Public Schools,JERRY'S CHEVROLET GEO,21234,95016.54,TRUCK AND CAR PARTS,
2020,Baltimore County Public Schools,"PACKER NORRIS PARTS, LLC",21222,94556.15,TRUCK AND CAR PARTS,
2020,Baltimore County Public Schools,"Tri-State Battery & Alternator, LLC",19714,51899.82,TRUCK AND CAR PARTS,
2020,Baltimore County Public Schools,THE BALTIMORE AUTO SUPPLY CO,21227-0373,41312.7,TRUCK AND CAR PARTS,
2020,Baltimore County Public Schools,FLEETPRIDE INC,75284-7118,31384.9,TRUCK AND CAR PARTS,
2020,Baltimore County Public Schools,FEURY ACQUISITION CORP,07105,41906.31,UNIFORMS,
2020,Baltimore County Public Schools,MOXLEY'S INC,21154,53422.13,VEHICLE REPAIRS-CONTRACT,
2020,Baltimore County Public Schools,HERMAN BORN & SONS INC,21224-2029,48269.11,VEHICLE REPAIRS-CONTRACT,
2020,Baltimore County Public Schools,K. NEAL INTERNATIONAL TRUCKS,20781,7011027.3,VEHICLES-BUS REPLACEMENT,Yes
2020,Baltimore County Public Schools,"AVIANT CHESAPEAKE TRUCKS, LLC",21237,440162,VEHICLES-CARS-ADDITIONAL,
2020,Baltimore County Public Schools,72 HOUR LLC,95076,226626,VEHICLES-TRUCK REPLACEMENT,
2020,Baltimore County Public Schools,BALTIMORE COUNTY MARYLAND,21204,75009.72,WATER,
2020,Baltimore County Public Schools,FPC HOLDINGS,21075,1234037.09,ERROR: #N/A,
2020,Baltimore County Public Schools,IRECEIVABLES,60154,1209400.62,ERROR: #N/A,
2020,Baltimore County Public Schools,RUTHERFORD SUPPLY,23222,370242.8,ERROR: #N/A,
2020,Baltimore County Public Schools,LAKESHORE LEARNING MATER,90895,363312.38,ERROR: #N/A,
2020,Baltimore County Public Schools,DBC*BLICK ART MATERIAL,61401,229996.18,ERROR: #N/A,
2020,Baltimore County Public Schools,IN *SCHOOL & OFFICE SERVI,21111,166863.67,ERROR: #N/A,
2020,Baltimore County Public Schools,SUPERIOR SUPPLY LTD,21227,156619.22,ERROR: #N/A,
2020,Baltimore County Public Schools,GRAINGER,60045,150533.92,ERROR: #N/A,
2020,Baltimore County Public Schools,MENCHEY MUSIC SERVICE,17331,139145.85,ERROR: #N/A,
2020,Baltimore County Public Schools,BOUND TO STAY BOUND BOOKS,62650,124864.99,ERROR: #N/A,
2020,Baltimore County Public Schools,THE BOOK RACK,21030,111584.26,ERROR: #N/A,
2020,Baltimore County Public Schools,AWL*PEARSON EDUCATION,07458,73099.46,ERROR: #N/A,
2020,Baltimore County Public Schools,FOLLETT SCHOOL SOLUTIONS,60050,66353.58,ERROR: #N/A,
2020,Baltimore County Public Schools,NASCO  FORT ATKINSON,53538,65687.03,ERROR: #N/A,
2020,Baltimore County Public Schools,BSN SPORTS LLC,75234,59584.32,ERROR: #N/A,
2020,Baltimore County Public Schools,AVID CENTER,92123,55770.4,ERROR: #N/A,
2020,Baltimore County Public Schools,GOPHER SPORT,55060,52035.91,ERROR: #N/A,
2020,Baltimore County Public Schools,RONALD A WILLIAMS LTD,23230,41443.78,ERROR: #N/A,
2020,Baltimore County Public Schools,STAPLES DIRECT,01702,41074.45,ERROR: #N/A,
2020,Baltimore County Public Schools,IBO*INTLBACCALAUREATE,00000,40572,ERROR: #N/A,
2020,Baltimore County Public Schools,KURTZ BROS,16830,39148.46,ERROR: #N/A,
2020,Baltimore County Public Schools,RIVERSIDE INSIGHTS,60143,37400.96,ERROR: #N/A,
2020,Baltimore County Public Schools,"PRO-ED, INC",78757,35865.03,ERROR: #N/A,
2020,Baltimore County Public Schools,E-ZPASS MD MPC,21224,34638.31,ERROR: #N/A,
2020,Baltimore County Public Schools,WALMART.COM 8009666546,72716,34514.57,ERROR: #N/A,
2020,Baltimore County Public Schools,RIDDELL KOLLEGE TOWN CORP,44039,32134.06,ERROR: #N/A,
2020,Baltimore County Public Schools,REALLY GOOD *,06468,30973.88,ERROR: #N/A,
2020,Baltimore County Public Schools,E-ZPASS MD REBILL,21224,27855,ERROR: #N/A,
2020,Baltimore County Public Schools,IN *EASTER'S LOCK & KEY,21234,27363.14,ERROR: #N/A,
2020,Baltimore County Public Schools,TEXTBOOK WAREHOUSE,30005,25648.79,ERROR: #N/A,
2020,Baltimore County Public Schools,SANTONI'S MARKET,21071,25478.24,ERROR: #N/A,
2020,Baltimore County Public Schools,BARNES&NOBLE.COM-BN,11590,25449.32,ERROR: #N/A,
2021,Allegany County Public Schools,"ARROW CHILD & FAMILY MINISTRIES OF MARYLAND, INC",77388,73998.08,,
2021,Allegany County Public Schools,ASSISTIVE TECHNOLOGY COMPANY,89107,137040.49,,
2021,Allegany County Public Schools,AT&T MOBILITY II LLC,60197-6463,593678.72,,
2021,Allegany County Public Schools,BARNES SCHOOL BUS SERVICE,21543,657010,,
2021,Allegany County Public Schools,BEDFORD VALLEY PETROLEUM CORP,15537,44150.02,,
2021,Allegany County Public Schools,BEEMAN BUSING LLC,21539,262325,,
2021,Allegany County Public Schools,BELL TECHLOGIX,19182-3342,61445.2,,
2021,Allegany County Public Schools,BLACKBOARD INC,15251-0154,31395,,
2021,Allegany County Public Schools,BOB MCCLOSKEY INSURANCE,07747,25433.85,,
2021,Allegany County Public Schools,BOX CARS AND ONE EYED JACKS,T5S2H5,76368.82,,
2021,Allegany County Public Schools,BURGMEIER'S HAULING INC,16603,117498.28,,
2021,Allegany County Public Schools,BUSHEY FEIGHT MORIN ARCHITECTS INC,21740,43314.8,,
