fiscal_year,agency_name,payee_name,payee_name_clean,payee_zip,amount,purpose_of_payment_baltimore_county_only,mbe,agency_name_clean
2018,Talbot County Public Schools,PERFORMANCE MATTERS LLC,PERFORMANCE MATTERS LLC,75320-5748,34936.73,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,"VITECH CONSULTING SERVICES, INC",VITECH CONSULTING LLC,21629,36425.19,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,"FILEWAVE (USA), INC.","FILEWAVE (USA), INC.",46207,36426,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,NEW DIRECTION SOLUTIONS LLC,NEW DIRECTION SOLUTIONS LLC,60055-4430,36844.5,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,"PACIFIC EDUCATIONAL GROUP, INC.","PACIFIC EDUCATIONAL GROUP, INC.",94114,37465,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,"R.E. MICHEL COMPANY, INC.",R. E. MICHEL COMPANY INC,21203,37701.21,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,JONI KOLAKOWSKI,JONI KOLAKOWSKI,21625,38540,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,NATIONAL AUTO FLEET GROUP,NATIONAL AUTO FLEET GROUP,95076,40435,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,DELMARVA POWER,DELMARVA POWER,19101,41016.52,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,SALISBURY UNIVERSITY,SALISBURY UNIVERSITY,21802,42858,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,"BAYLOR, INC","BAYLOR, INC",21802-2135,44994.87,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,"COMMUNICATION SOLUTIONS, INC.","COMMUNICATION SOLUTIONS, INC.",21104,46637.5,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,"WGL ENERGY SERVICES, INC.",WGL ENERGY SERVICES INC,22102,47981.28,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,JANE M. WALLENHORST,JANE M. WALLENHORST,21673,48000,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,"I.G. BURTON & CO., INC","I.G. BURTON & CO., INC",19963,48048.44,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,"KURTZ BROS., INC.","KURTZ BROS., INC.",16830-0392,49298.93,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,U.S. BANCORP GOVERNMENT LEASING AND,U.S. BANCORP GOVERNMENT LEASING AND,63195-9067,51593.77,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,DOBSON LAWN & LANDSCAPE INC,DOBSON LAWN & LANDSCAPE INC,21663,52451.5,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,JEANINE K BRIZENDINE,JEANINE K BRIZENDINE,21012,53683.39,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,"CBIZ MHM, LLC","CBIZ MHM, LLC",30384-4489,57110,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,GREAT MINDS,GREAT MINDS PBC,20003,57479.71,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,VERIZON WIRELESS,VERIZON,18002-5505,58690.14,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,"AMERICAN TRUCK & BUS, INC.",AMERICAN TRUCK & BUS INC,21401,73453.04,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,"JOHNSON CONTROLS, INC.",JOHNSON CONTROLS INC,75373,84135.86,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,"PESSIN KATZ LAW, P.A.","PESSIN KATZ LAW, P.A.",21204,85206.23,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,"YMCA OF TALBOT COUNTY, INC.","YMCA OF TALBOT COUNTY, INC.",21601,85648.8,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,VISA,VISA,60197-6818,86370.95,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,VERNON JAMAR WILSON,VERNON JAMAR WILSON,21601,89475,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,VERIZON,VERIZON,08650-4830,93385.94,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,"TEST X, LLC","TEST X, LLC",20855,96347.7,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,ARROW CHILD & FAMILY MINISTRIES,ARROW CHILD & FAMILY MINISTRIES,21234,97747.57,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,"MICROREPLAY, INC","MICROREPLAY, INC",01821,99569,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,"SEVERIN INTERMEDIATE HOLDINGS, LLC","SEVERIN INTERMEDIATE HOLDINGS, LLC",94139-8408,101465.13,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,A. E. MOORE JANITORIAL INC.,A. E. MOORE JANITORIAL INC,19966,104534.01,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,"SUNBELT STAFFING, LLC","SUNBELT STAFFING, LLC",60055-4430,104839.53,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,MARYLAND STATE RETIREMENT,MARYLAND STATE RETIREMENT,21202,110998.52,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,"L & S BUS SERVICE, INC.","L & S BUS SERVICE, INC.",21617,111470.08,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,AMAZON,AMAZON,30353-0958,112697.37,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,STANDARD INSURANCE COMPANY,STANDARD INSURANCE CO,45264-5311,117622.55,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,ANGEL MANAGEMENT INC,ANGEL MANAGEMENT INC,21114,119733.5,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,XEROX CORPORATION,XEROX CORPORATION,19182-7598,128762.97,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,CHESAPEAKE MULTICULTURAL RESOURCE,CHESAPEAKE MULTICULTURAL RESOURCE,21601,129663.99,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,M. KATHRYN SEIFERT,M. KATHRYN SEIFERT,21804,142186.63,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,OFFICE DEPOT,OFFICE DEPOT,45263-3301,142399.59,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,SOLIANT HEALTH,SOLIANT HEALTH,60055-4430,143726.11,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,MABE-GROUP INSURANCE POOL,MABE GROUP INSURANCE POOL,21401,156687,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,SUNTRUST EQUIPMENT FINANCE &,SUNTRUST EQUIPMENT FINANCE &,21279-0194,160119.23,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,TALBOT COUNTY EDUCATION ASSOCI,TALBOT COUNTY EDUCATION ASSOCI,NA,167347.82,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,"BCICAPITAL, INC.","BCICAPITAL, INC.",32801,169367.19,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,"DISCOVERY EDUCATION, INC.",DISCOVERY EDUCATION,21279-1363,178540,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,AMN HEALTHCARE,AMN HEALTHCARE,30384-1939,180997.18,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,COMPHEALTH MEDICAL STAFFING,COMPHEALTH MEDICAL STAFFING,75397-2670,190529.9,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,CHOPTANK ELECTRIC COOPERATIVE,CHOPTANK ELECTRIC COOPERATIVE INC,21629,223268.6,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,THE BENEDICTINE SCHOOL FOR,THE BENEDICTINE SCHOOL FOR,21660,241359.56,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,"SPECIALIZED EDUCATION OF MD, INC.",SPECIALIZED EDUCATION OF MD INC,08103-1085,243186.62,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,CDW GOVERNMENT,CDW GOVERNMENT,60675-1515,288557.73,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,MABE-WORKERS COMP SELF-INS,MABE WORKERS COMP SELF INSURANCE,21401,290752,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,MANSFIELD OIL COMPANY,MANSFIELD OIL COMPANY,75373-3706,437783.97,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,"APPLE COMPUTER, INC.",APPLE INC,30384-1877,515132.49,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,MCGRAW-HILL GLOBAL EDUCATION LLC,MCGRAW-HILL,19178-6167,717332.02,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,EASTON UTILITIES COMMISSION,EASTON UTILITIES COMMISSION,21601,742068.74,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,MARYLAND STATE RETIREMENT,MARYLAND STATE RETIREMENT,21202,1274284,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,"SODEXO, INC & AFFILIATES","SODEXO, INC & AFFILIATES",21601,1762337.23,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,MARYLAND STATE RETIREMENT SYST,MARYLAND STATE RETIREMENT,21202-1600,2298160.91,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,E. SHORE EDUC. CONSORT.,E. SHORE EDUC. CONSORT.,21202,3458086,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2018,Talbot County Public Schools,"CAREFIRST OF MARYLAND, INC.","CAREFIRST OF MARYLAND, INC.",19178-9616,7167290.49,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Advanced Medical Personnel Services,ADVANCED MEDICAL PERSONNEL SERVICES INC,30374,86066.75,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Aero Energy,AERO ENERGY,17350,117138.07,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Angel Trax,Angel Trax,36305,72813.02,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Apex Learning,APEX LEARNING,98161,106875,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,BCI Capital Management,BCI CAPITAL MANAGEMENT,32801,114839.77,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Benedictine School,BENEDICTINE SCHOOL,21660,76625.43,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Business Card,Business Card,19886,188134.11,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Capitol Boiler Works,CAPITOL BOILER WORKS INC,22151,50687.81,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Carefirst Bluecross/Blueshield,CAREFIRST BLUE CROSS BLUE SHIELD,21279,3810131.21,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,CDW Government Inc.,CDW GOVERNMENT,60061,218145.22,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Chester River Diesel,CHESTER RIVER DIESEL LLC,21668,39846.86,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Choptank Electric,CHOPTANK ELECTRIC COOPERATIVE INC,21629,136512,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Christina School District,CHRISTINA SCHOOL DISTRICT,19801,106131,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Cloverland Farms Dairy,CLOVERLAND FARMS DAIRY,02241,56442.85,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,"Crabtree, Rohrbaugh & Associates","Crabtree, Rohrbaugh & Associates",17055,271199.27,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Delmarva Power,DELMARVA POWER,19101,75267.26,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Dreambox Learning,DREAMBOX LEARNING,98004,67740,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Echo Resource Development,Echo Resource Development,21202,28000,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,"Educational Facilities Planning, LLC",EDUCATIONAL FACILITIES PLANNING LLC,21409,25699.42,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,"Enome, Inc.",ENOME INC,94401,45630,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,FPC Distribution,FPC DISTRIBUTION,21075,79758.49,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Frontline Technologies,FRONTLINE TECHNOLOGIES,60631,30996.74,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Heinemann,HEINEMANN,03802,26000,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Kent County Commissioners,KENT COUNTY COMMISSIONERS,21620,101073.41,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Kent County Health Department,KENT COUNTY HEALTH DEPARTMENT,21620,421502.32,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,"Labor First, LLC",LABOR FIRST LLC,08054,830333.59,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Lexia Learning,LEXIA LEARNING SYSTEMS LLC,01742,34952.38,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,MABE Group Insurance Pool,MABE GROUP INSURANCE POOL,21401,106382,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,MABE-Workers' Comp Self-Insurance,MABE WORKERS COMP SELF INSURANCE,21401,172031,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Magnum Electronics,MAGNUM ELECTRONICS,19901,106251.62,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Maryland Retirement & Pension System,Maryland Retirement & Pension System,21202,50496.44,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Maryland State Retirement,MARYLAND STATE RETIREMENT,21202,1041125.47,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Mayor & Council of Galena,Mayor & Council of Galena,21635,27463.35,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,"Morton Brothers, LLC","Morton Brothers, LLC",21651,43224.24,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,"Noelker & Hull Assoc., Inc.",NOELKER & HULL ASSOCIATION INC,17201,84141.94,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Office Depot,OFFICE DEPOT,21046,36446.39,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,P K Law,PK Law,21204,60481.08,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,"Powerschool Group, LLC",POWERSCHOOL GROUP LLC,18018,42236.57,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,"Raintree Services, Inc.","Raintree Services, Inc.",17407,1080520,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Robin H. Landgraf,ROBIN H LANDGRAF,21625,57750,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,"SCH Transportation, LLC",SCH TRANSPORTATION LLC,21643,31500,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Security Benefits Group,SECURITY BENEFITS GROUP,66675,104064.94,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,"Shorehaven, Inc.",SHOREHAVEN INC,21921,193577.28,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Specialized Education,SPECIALIZED EDUCATION,08103,472127.8,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Standard Insurance Co.,STANDARD INSURANCE CO,97228,53728.42,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Sysco Eastern MD,SYSCO EASTERN MD,21851,410010.63,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,"Terraform Power, LLC","Terraform Power, LLC",10281,32490.9,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,The County Commissioners of Kent County,The County Commissioners of Kent County,21620,82195.21,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Top Notch Lawn Care,TOP NOTCH LAWN CARE,21640,43660,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Variable Annuity Life,VARIABLE ANNUITY LIFE INSURANCE,75303,258054,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,VOYA Institutional Trust Co.,VOYA INSTITUTIONAL TRUST CO,10116,29386.35,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Waste Management of Delaware,Waste Management of Delaware,21046,47862.4,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Wells Fargo Vendor Finance,WELLS FARGO VENDOR FINANCE,19176,102554,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,WGL Energy Services,WGL ENERGY SERVICES INC,22102,67415.9,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Willow Construction,Willow Construction,21601,1099082.14,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Kent County Public Schools,Xerox Corporation,XEROX CORPORATION,19182,98180.64,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,THE WHITING-TURNER CONTRACTING CO,THE WHITING-TURNER CONTRACTING CO,21297,30027474.48,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"SODEXO, INC & AFFILIATES","SODEXO, INC & AFFILIATES",21601,2243613.03,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,EASTON UTILITIES COMMISSION,EASTON UTILITIES COMMISSION,21601,874421.31,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,AMERICAN DESIGN ASSOCIATES,AMERICAN DESIGN ASSOCIATES,21234,808657.78,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"APPLE COMPUTER, INC.",APPLE INC,30384-1877,702037,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,GAMETIME,GAMETIME,35968,464816.2,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"BCICAPITAL, INC.","BCICAPITAL, INC.",32801,416640.26,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,THE BENEDICTINE SCHOOL FOR,THE BENEDICTINE SCHOOL FOR,21660,376673.53,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,CDW GOVERNMENT,CDW GOVERNMENT,60675-1515,316163.69,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,MANSFIELD OIL COMPANY,MANSFIELD OIL COMPANY,75373-3706,303597.23,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"SPECIALIZED EDUCATION OF MD, INC.",SPECIALIZED EDUCATION OF MD INC,08103-1085,303505.91,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,SOLUTIONS GRANTED,SOLUTIONS GRANTED,22193,210860.8,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,CHOPTANK ELECTRIC COOPERATIVE,CHOPTANK ELECTRIC COOPERATIVE INC,21629,205858.82,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"NEW DIRECTION SOLUTION, LLC",NEW DIRECTION SOLUTIONS LLC,60055-4430,192960.2,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,APPLE COMPUTER,APPLE INC,30384-1877,190268.5,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"PESSIN KATZ LAW, P.A.","PESSIN KATZ LAW, P.A.",21204,155567.25,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,ADVANCED MEDICAL PERSONNEL SVCS INC,ADVANCED MEDICAL PERSONNEL SERVICES INC,30374-5544,155194.15,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,AMAZON,AMAZON,30353-0958,137545.84,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,XEROX CORPORATION,XEROX CORPORATION,19182-7598,135121.93,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,INDEPENDENT HARDWARE INC,INDEPENDENT HARDWARE INC,19106-3001,131462.59,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,AMN HEALTHCARE,AMN HEALTHCARE,30384-1939,129372.92,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,VISA,VISA,60197-6818,112434.23,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,TALBOT COUNTY SHERIFF'S OFFICE,TALBOT COUNTY SHERIFF'S OFFICE,21601,109052.08,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,HEALTHPRO PEDIATRICS LLC,HEALTHPRO PEDIATRICS LLC,21264-9268,105036.95,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,A. E. MOORE JANITORIAL INC.,A. E. MOORE JANITORIAL INC,19966,103882.59,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"SUNBELT STAFFING, LLC","SUNBELT STAFFING, LLC",60055-4430,101500.32,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"AMERICAN TRUCK & BUS, INC.",AMERICAN TRUCK & BUS INC,21401,96679.11,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"H-WIRE TECHNOLOGY SOLUTIONS, LLC","H-WIRE TECHNOLOGY SOLUTIONS, LLC",84020,95538.95,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,HEINEMANN,HEINEMANN,60693,89476.26,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,VERIZON,VERIZON,12212-5124,87099.72,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,OFFICE DEPOT,OFFICE DEPOT,45263-3301,84736.3,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,ASCOT CAPITAL,ASCOT CAPITAL,94010,75480,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,SALISBURY UNIVERSITY,SALISBURY UNIVERSITY,21802,73023,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"BARCO ENTERPRISES, INC","BARCO ENTERPRISES, INC",21162,72619.57,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,GREAT MINDS,GREAT MINDS PBC,20003,70037.5,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,VERIZON WIRELESS,VERIZON,07101-6810,69754.68,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,ARK SYSTEMS INC.,ARK SYSTEMS INC,21045,69494,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,ACCELERATE LEARNING INC.,ACCELERATE LEARNING INC.,75373-2464,68720.02,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"TALBOT COUNTY, MARYLAND","TALBOT COUNTY, MARYLAND",21601,68231.68,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,LAKESHORE LEARNING MATERIALS,LAKESHORE LEARNING MATERIALS,90895,64472.66,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,M. KATHRYN SEIFERT,M. KATHRYN SEIFERT,21804,63302.64,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,ECHO HILL OUTDOOR SCHOOL,ECHO HILL OUTDOOR SCHOOL,21678,60864,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"ASSOCIATED CATHOLIC CHARITIES, INC.","ASSOCIATED CATHOLIC CHARITIES, INC.",21093,60194.27,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,CENTER FOR LIFELONG LEARNING,CENTER FOR LIFELONG LEARNING,07869,59202,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"WASTE MANAGEMENT OF DELAWARE, INC.",WASTE MANAGEMENT OF DELAWARE INC,19101-3648,58653.53,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"POWERSCHOOL GROUP, LLC",POWERSCHOOL GROUP LLC,94139-8408,56731.35,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"THERAPY TRAVELERS, LLC",THERAPY TRAVELERS LLC,92809-9998,55742.4,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,ADVANCED COMMUNICATIONS,ADVANCED COMMUNICATIONS,21045,54992.74,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
